topic,activity,Syntax-Ontology_Expert,Educational-Ontology_Expert,AST_Parser,Syntax-Ontology_LLM,Educational-Ontology_LLM,Free-Form_LLM
14,objects_classes_loan,"ClassDefinition,FunctionDefinition,print,ReturnStatement,int,float,input,format,FunctionCall,StringLiteral,SimpleAssignmentStatement,ExpressionStatement,BinaryOperation,IntegerLiteral","DefiningObjectMethod,TransformingToFloatType,DefiningClass,TransformingToIntType,Multiplication,Addition,AssigningValueVariable,HandlingInput,FormattingString,CreatingObject,CallingLibraryFunction,Printing,Power,Division,CallingObjectMethod,Substraction,NestedFunctionCall,CreatingString","Return,Sub,Int,Attribute,ClassDef,Add,Pow,Call,FunctionDef,Str,arg,Div,Assign,Mult","*,**,+,-,/,=,ArithmeticExpression,ArtithmeticOperator,AssignmentStatement,BinaryOperation,BuiltInFunction,Call,ClassDefinition,ClassMethod,DefinitionStatement,ExpressionStatement,FloatLiteral,FunctionCall,FunctionDefinition,IntegerLiteral,JumpStatement,Literal,NumericLiteral,Operator,ReturnStatement,SimpleAssignmentStatement,Statement,StringLiteral,StringMethod,__init()__,float(),format(),input(),int(),print()","Addition,ArithmeticOperation,AssigningVariable,CallingFunctionLibrary,CallingOOPMethod,CallingStandardFunction,CreatingObject,DefiningClass,DefiningOOPMethod,DefiningStandardFunction,Division,FormattingString,HandlingFile,HandlingFloat,HandlingFunction,HandlingInput,HandlingInteger,HandlingObjectOrientedProgramming,HandlingStandardFunction,HandlingString,ManagingVariable,Multiplication,NestedFunctionCall,Power,Printing,Python,ReadingLine,Round,TransformingToFloatType,TransformingToIntType,UpdatingVariable","input and output operations,object-oriented programming fundamentals,arithmetic operations,attribute management,string operations"
14,py_loan2,"ClassDefinition,FunctionDefinition,print,ReturnStatement,int,float,input,format,FunctionCall,SimpleAssignmentStatement,ExpressionStatement,BinaryOperation","DefiningObjectMethod,TransformingToFloatType,DefiningClass,TransformingToIntType,Multiplication,Addition,AssigningValueVariable,HandlingInput,FormattingString,CreatingObject,CallingLibraryFunction,Printing,Power,Division,CallingObjectMethod","Add,Assign,Attribute,Call,ClassDef,Constant,Div,FunctionDef,Mult,Pow,Return,Sub,arg","ArithmeticExpression,ArtithmeticOperator,AssignmentStatement,BinaryOperation,BuiltInFunction,Call,ClassDefinition,DefinitionStatement,ExpressionStatement,FloatLiteral,FunctionCall,FunctionDefinition,IntegerLiteral,JumpStatement,Literal,NumericLiteral,Operator,ReturnStatement,SimpleAssignmentStatement,Statement,StringLiteral,StringMethod,float,format,input,int,print","Addition,ArithmeticOperation,AssigningVariable,CallingFunctionCallingFunction,CallingFunctionLibrary,CallingOOPMethod,CreatingObject,CreatingString,DefiningClass,DefiningFunctionCallingFunction,DefiningOOPMethod,Division,FormattingString,HandlingFloat,HandlingFunction,HandlingFunctionCallingFunction,HandlingInput,HandlingInteger,HandlingObjectOrientedProgramming,HandlingString,ManagingVariable,Multiplication,Power,Printing,Python,Substraction,TransformingToFloatType,TransformingToIntType,TransformingToStringType,UpdatingVariable","function call,input and output operations,object-oriented programming fundamentals,arithmetic operations,variable manipulation,attribute management,string operations,return and output"
14,py_tv2,"ClassDefinition,print,ReturnStatement,Less,LessOrEqual,AugmentedAssignmentStatement,BooleanLiteral,Larger,LargerOrEqual,FunctionCall,StringLiteral,FunctionDefinition,str,and,SimpleAssignmentStatement,ExpressionStatement,BinaryOperation,UnaryOperation,IntegerLiteral,IfStatement,ComparisonExpression,BooleanOperation","DefiningObjectMethod,DefiningClass,IfChecking,CreatingObject,AssigningValueVariable,Addition,CallingLibraryFunction,TransformingToStringType,BooleanEvaluating,ChangingValueVariable,Printing,CallingObjectMethod,CreatingString,Substraction,NestedFunctionCall,Concatenation","Add,And,Assign,Attribute,AugAssign,Call,ClassDef,Constant,FunctionDef,Gt,GtE,If,Lt,LtE,Return,Sub,USub,arg","ArithmeticExpression,ArtithmeticOperator,AssignmentStatement,AugmentedAssignmentStatement,BinaryOperation,BooleanExpression,BooleanLiteral,BuiltInFunction,Call,ClassDefinition,ComparisonExpression,ComparisonOperator,ConditionalStatement,DefinitionStatement,ExpressionStatement,FunctionCall,FunctionDefinition,IfElseStatement,IfStatement,IntegerLiteral,JumpStatement,Larger,LargerOrEqual,Less,LessOrEqual,Literal,LogicalExpression,LogicalOperator,NumericLiteral,Operator,ReturnStatement,SimpleAssignmentStatement,Statement,StringLiteral,and,print,str","Addition,ArithmeticOperation,AssigningVariable,BooleanEvaluating,CallingFunctionLibrary,CallingOOPMethod,CallingStandardFunction,CheckingCondition,Concatenation,CreatingObject,DefiningClass,DefiningOOPMethod,DefiningStandardFunction,HandlingFunction,HandlingObjectOrientedProgramming,HandlingStandardFunction,HandlingString,IfChecking,ManagingVariable,NestedFunctionCall,Printing,Python,Substraction,TransformingToStringType,UpdatingVariable","logical operators,object-oriented programming fundamentals,assignment patterns,conditional branching structures,attribute management,comparison operation,string operations"
14,py_point2,"ClassDefinition,print,ReturnStatement,FunctionCall,StringLiteral,FunctionDefinition,str,SimpleAssignmentStatement,ExpressionStatement,BinaryOperation,UnaryOperation","CallingObjectMethod,DefiningObjectMethod,Multiplication,DefiningClass,CreatingObject,AssigningValueVariable,Addition,CallingLibraryFunction,CreatingString,TransformingToStringType,Printing,Power,Concatenation,NestedFunctionCall","Add,Assign,Attribute,Call,ClassDef,Constant,FunctionDef,Mult,Pow,Return,arg","ArithmeticExpression,ArtithmeticOperator,AssignmentStatement,BinaryOperation,BuiltInFunction,Call,ClassDefinition,DefinitionStatement,ExpressionStatement,FloatLiteral,FunctionCall,FunctionDefinition,IntegerLiteral,JumpStatement,Literal,NumericLiteral,Operator,ReturnStatement,SimpleAssignmentStatement,Statement,StringLiteral,UnaryOperation,print,str","Addition,ArithmeticOperation,AssigningVariable,CallingFunctionLibrary,CallingOOPMethod,CallingStandardFunction,Concatenation,CreatingObject,DefiningClass,DefiningOOPMethod,DefiningStandardFunction,HandlingFloat,HandlingFunction,HandlingObjectOrientedProgramming,HandlingStandardFunction,HandlingString,ManagingVariable,Multiplication,NestedFunctionCall,Power,Printing,Python,TransformingToFloatType,TransformingToStringType,UpdatingVariable","object-oriented programming fundamentals,arithmetic operations,attribute management,string operations,return and output"
14,py_account2,"ClassDefinition,FunctionDefinition,FloatLiteral,print,ReturnStatement,IntegerLiteral,AugmentedAssignmentStatement,Larger,format,LargerOrEqual,StringLiteral,and,SimpleAssignmentStatement,ExpressionStatement,BinaryOperation,IfStatement,ComparisonExpression,FunctionCall,Less,BooleanOperation","DefiningObjectMethod,Multiplication,DefiningClass,IfChecking,CreatingObject,AssigningValueVariable,Addition,FormattingString,CallingLibraryFunction,CreatingString,BooleanEvaluating,Printing,CallingObjectMethod,Substraction","Add,And,Assign,Attribute,AugAssign,Call,ClassDef,Constant,FunctionDef,Gt,GtE,If,Lt,Mult,Return,Sub,arg","ArithmeticExpression,ArtithmeticOperator,AssignmentStatement,AugmentedAssignmentStatement,BinaryOperation,BooleanExpression,BuiltInFunction,Call,ClassDefinition,ClassMethod,ComparisonExpression,ComparisonOperator,ConditionalStatement,DefinitionStatement,ExpressionStatement,FloatLiteral,FunctionCall,FunctionDefinition,IfElseStatement,IfStatement,IntegerLiteral,JumpStatement,Larger,LargerOrEqual,Less,Literal,LogicalExpression,LogicalOperator,NumericLiteral,Operator,ReturnStatement,SimpleAssignmentStatement,Statement,StringLiteral,StringMethod,__init,__,and,format,print,str","Addition,ArithmeticOperation,AssigningVariable,BooleanEvaluating,CallingFunctionLibrary,CallingStandardFunction,CheckingCondition,CreatingObject,CreatingString,DefiningClass,DefiningOOPMethod,DefiningStandardFunction,FormattingString,HandlingFloat,HandlingFunction,HandlingObjectOrientedProgramming,HandlingStandardFunction,HandlingString,IfChecking,IfElifElseChecking,ManagingVariable,Multiplication,Printing,Python,Substraction,TransformingToFloatType,TransformingToStringType,UpdatingVariable","input and output operations,object-oriented programming fundamentals,arithmetic operations,conditional branching structures,attribute management,comparison operation,string operations,return and output"
15,ps_python_nested_lists_indexing,"ListLiteral,IntegerLiteral,FunctionCall,print,SimpleAssignmentStatement,ExpressionStatement,IndexingExpression","Indexing2DArray,AssigningValueVariable,Create2DArray,CallingLibraryFunction,Printing,IndexingList","Int,Call,List,Assign,Index","AssignmentStatement,BuiltInFunction,Call,ExpressionStatement,FunctionCall,IndexingExpression,IntegerLiteral,ListLiteral,Literal,LiteralCollection,NumericLiteral,Operator,SimpleAssignmentStatement,Statement,StringLiteral,SubscriptExpression,print","AssigningVariable,CallingFunctionLibrary,CallingStandardFunction,Create2DArray,CreatingList,HandlingFunction,HandlingList,HandlingStandardFunction,HandlingString,HandlingTuple,Indexing2DArray,IndexingList,IndexingString,IndexingTuple,ManagingVariable,Printing,Python,TwoDimensionalArrayTask","function call,variable manipulation,indexing operations,list operations,numerical types"
15,ps_python_2d_list,"ForStatement,range,print,IntegerLiteral,ListLiteral,FunctionCall,append,SimpleAssignmentStatement,ExpressionStatement,BinaryOperation,IndexingExpression","AddingListElementWithAppend,Multiplication,AssigningValueVariable,NestedForLoopIteration,Create2DArray,CallingLibraryFunction,Addition,Printing,CreatingList,ForLoopWithListIndexing,ForLoopWith,ForLoopWith,ChangingValueListElement,ChangingValue2DArrayElement","Add,Assign,Attribute,Call,Constant,For,List,Mult","ArithmeticExpression,ArtithmeticOperator,AssignmentStatement,BinaryOperation,BuiltInFunction,Call,ExpressionStatement,ForStatement,FunctionCall,IndexingExpression,IntegerLiteral,IterationStatement,ListLiteral,ListMethod,LiteralCollection,MembershipOperator,NumericLiteral,Operator,SimpleAssignmentStatement,Statement,SubscriptExpression,append,in,list,print,range","AddingListElement,AddingListElementWithAppend,ArithmeticOperation,AssigningVariable,CallingFunctionLibrary,CallingStandardFunction,Create2DArray,CreatingList,ForLoopWithListIndexing,ForLoopWithUpdate,HandlingFunction,HandlingList,HandlingStandardFunction,HandlingString,HandlingTuple,Indexing2DArray,IndexingList,IndexingString,IndexingTuple,ManagingVariable,Multiplication,NestedForLoopIteration,NestedLoopIteration,Printing,Python,ReplacingElement2DArray,ReplacingListElement,TwoDimensionalArrayTask,UpdatingVariable","input and output operations,variable manipulation,arithmetic operations,indexing operations,list operations,numerical types,loop iteration,range function usage"
15,py_list2d_basic,"ListLiteral,FunctionCall,print,SimpleAssignmentStatement,ExpressionStatement,BinaryOperation,IndexingExpression,IntegerLiteral","AssigningValueVariable,Create2DArray,Printing,ChangingValueListElement,ChangingValue2DArrayElement,CallingLibraryFunction","Int,Index,Call,List,Assign","AssignmentStatement,BuiltInFunction,Call,ExpressionStatement,FunctionCall,IndexingExpression,IntegerLiteral,ListLiteral,LiteralCollection,NumericLiteral,Operator,SimpleAssignmentStatement,Statement,SubscriptExpression,list,print","AssigningVariable,CallingFunctionLibrary,CallingStandardFunction,Create2DArray,CreatingList,HandlingFunction,HandlingList,HandlingStandardFunction,HandlingString,HandlingTuple,Indexing2DArray,IndexingList,IndexingString,IndexingTuple,ManagingVariable,Printing,Python,ReplacingElement2DArray,ReplacingListElement,TwoDimensionalArrayTask,UpdatingVariable","input and output operations,list operations,variable manipulation,numerical types"
15,py_print_medals,"ForStatement,range,print,AugmentedAssignmentStatement,format,len,BinaryOperation,ListLiteral,FunctionCall,StringLiteral,SimpleAssignmentStatement,ExpressionStatement,IndexingExpression,IntegerLiteral","SingleForLoopIteration,Indexing2DArray,FindingLength,AssigningValueVariable,Addition,Create2DArray,FormattingString,CallingLibraryFunction,ChangingValueVariable,Printing,IndexingList,ForLoopWithListIndexing,ForLoopWith,NestedFunctionCall,NestedForLoopIteration,CreatingString","Index,Sub,For,Int,Attribute,AugAssign,List,Add,Call,Str,Assign,Mult","ArithmeticExpression,ArtithmeticOperator,AssignmentStatement,AugmentedAssignmentStatement,BinaryOperation,BuiltInFunction,Call,ExpressionStatement,ForStatement,FunctionCall,IndexingExpression,IntegerLiteral,IterationStatement,ListLiteral,Literal,LiteralCollection,NumericLiteral,Operator,SimpleAssignmentStatement,Statement,StringLiteral,StringMethod,SubscriptExpression,format,len,list,print,range","Addition,ArithmeticOperation,AssigningVariable,CallingFunctionLibrary,CallingStandardFunction,Concatenation,Create2DArray,CreatingList,CreatingString,FindingLength,ForLoopWith+=,ForLoopWithListIndexing,ForLoopWithUpdate,FormattingString,HandlingFunction,HandlingList,HandlingStandardFunction,HandlingString,HandlingTuple,Indexing2DArray,IndexingList,IndexingString,IndexingTuple,ManagingVariable,NestedForLoopIteration,NestedFunctionCall,NestedLoopIteration,Printing,Python,TransformingToStringType,TwoDimensionalArrayTask,UpdatingVariable","variable manipulation,arithmetic operations,indexing operations,list operations,loop iteration,string operations"
15,py_soda_survey,"ForStatement,range,print,BinaryOperation,format,ComparisonExpression,len,IfStatement,ListLiteral,FunctionCall,SimpleAssignmentStatement,ExpressionStatement,IndexingExpression,Larger","SingleForLoopIteration,Indexing2DArray,Multiplication,FindingLength,AssigningValueVariable,NestedForLoopIteration,Create2DArray,IfCheckingInForLoop,FormattingString,Addition,CallingLibraryFunction,BooleanEvaluating,Printing,ForLoopWithListIndexing,ChangingValueListElement","Index,Gt,For,Int,Attribute,AugAssign,List,Add,Call,Str,Div,Assign,Mult,If","ArithmeticExpression,ArtithmeticOperator,AssignmentStatement,BinaryOperation,BooleanExpression,BuiltInFunction,Call,ComparisonExpression,ComparisonOperator,ConditionalStatement,ExpressionStatement,ForStatement,FunctionCall,IfElseStatement,IfStatement,IndexingExpression,IntegerLiteral,IterationStatement,Larger,ListLiteral,Literal,LiteralCollection,LogicalExpression,NumericLiteral,Operator,SimpleAssignmentStatement,Statement,StringLiteral,StringMethod,SubscriptExpression,format,len,list,print,range","ArithmeticOperation,AssigningVariable,BooleanEvaluating,CallingFunctionLibrary,CallingStandardFunction,CheckingCondition,CheckingInForLoop,Create2DArray,CreatingList,FindMaximum,FindingLength,ForLoopWithListIndexing,ForLoopWithUpdate,FormattingString,HandlingFunction,HandlingInteger,HandlingList,HandlingStandardFunction,HandlingString,HandlingTuple,IfChecking,IfCheckingInForLoop,Indexing2DArray,IndexingList,IndexingString,IndexingTuple,ManagingVariable,NestedForLoopIteration,NestedFunctionCall,NestedLoopIteration,Printing,Python,ReplacingListElement,TransformingToIntType,TwoDimensionalArrayTask,UpdatingVariable","variable manipulation,arithmetic operations,indexing operations,list operations,length determination,loop iteration,string operations"
15,q_py_topic_two_dimensional_array:q_py_2d_arrays1,"ListLiteral,IntegerLiteral,SimpleAssignmentStatement,ExpressionStatement,BinaryOperation,IndexingExpression","Create2DArray,Addition,Indexing2DArray,AssigningValueVariable,IndexingList","Add,Assign,Constant,List","ArithmeticExpression,ArtithmeticOperator,AssignmentStatement,BinaryOperation,BuiltInFunction,Error,ExpressionStatement,IndexError,IndexingExpression,IntegerLiteral,ListLiteral,LiteralCollection,NumericLiteral,Operator,SimpleAssignmentStatement,Statement,SubscriptExpression,list","Addition,ArithmeticOperation,AssigningVariable,Create2DArray,CreatingList,HandlingList,HandlingString,HandlingTuple,Indexing2DArray,IndexingList,IndexingString,IndexingTuple,ManagingVariable,TwoDimensionalArrayTask","indexing operations,numerical types,variable manipulation,arithmetic operations"
